DESCRIPTION,INCIDENT_MOBILE_AVAIL,INCIDENT_TIME_IN_ATTEND,INCIDENT_TIME_MOBILE,INCIDENT_TIME_OF_CALL,INCIDENT_TIME_ORDERED,INCIDENT_TIME_SHUT_DOWN,ISR_NO,LATITUDE,LEVEL4,LEVEL5,LONGITUDE,mssql_type,_overlaps
FIRE/DOMESTIC,20150301210835.000000000,20150301204756.000000000,20150301204345.000000000,20150301204136.000000000,20150301204236.000000000,20150301211133.000000000,DF-15-002483,    239729,D,D6,    321782,,1
FIRE/DOMESTIC,20150301120032.000000000,,20150301115203.000000000,20150301114900.000000000,20150301115039.000000000,20150301121135.000000000,DF-15-002457,    245414,F,D13,    321998,,1
FIRE/DOMESTIC PERSONS REPORTED,20150301084048.000000000,20150301082023.000000000,20150301081010.000000000,20150301080722.000000000,20150301080813.000000000,20150301085458.000000000,DF-15-002453,    263807,F,D23,    320303,,1
FIRE/DOMESTIC,20150706160611.000000000,20150706155802.000000000,20150706155052.000000000,20150706154752.000000000,20150706154921.000000000,20150706161843.000000000,DF-15-009029,    227340,A,D8,    319747,,1
FIRE/DOMESTIC,20150705151410.000000000,,20150705151252.000000000,20150705151056.000000000,20150705151145.000000000,20150705152824.000000000,DF-15-008992,    239581,D,D6,    318912,,1
FIRE/DOMESTIC,20150705031020.000000000,20150705023541.000000000,20150705023243.000000000,20150705022858.000000000,20150705023045.000000000,20150705033107.000000000,DF-15-008977,    235263,C,D3,    313920,,1
FIRE/DOMESTIC,20150704233841.000000000,20150704233628.000000000,20150704233300.000000000,20150704232803.000000000,20150704233155.000000000,20150704235538.000000000,DF-15-008966,    230956,B,D7,    308036,,1
FIRE/UNDERGROUND,20150704134029.000000000,20150704132848.000000000,20150704132341.000000000,20150704132111.000000000,20150704132237.000000000,20150704141244.000000000,DF-15-008936,    228105,A,D8,    317035,,1
FIRE/DOMESTIC PERSONS REPORTED,20150703161041.000000000,20150703155506.000000000,20150703154833.000000000,20150703154628.000000000,20150703154730.000000000,20150703163831.000000000,DF-15-008894,    233035,B,D7,    309072,,1
FIRE/DOMESTIC,20150703041648.000000000,20150703034754.000000000,20150703034230.000000000,20150703033948.000000000,20150703034034.000000000,20150703041942.000000000,DF-15-008863,    237045,C,D3,    314128,,1
FIRE/CARAVAN,20150702174646.000000000,20150702164413.000000000,20150702163930.000000000,20150702163610.000000000,20150702163801.000000000,20150702174841.000000000,DF-15-008788,    226305,B,D7,    306866,,1
FIRE/DOMESTIC,20150702110159.000000000,20150702104418.000000000,20150702104235.000000000,20150702104017.000000000,20150702104126.000000000,20150702112355.000000000,DF-15-008775,    227944,A,D8,    316139,,1
FIRE/DOMESTIC,20150702072159.000000000,20150702071516.000000000,20150702071253.000000000,20150702070820.000000000,20150702071055.000000000,20150702072712.000000000,DF-15-008765,    233626,B,D2,    314737,,1
FIRE/DOMESTIC,20150702045744.000000000,20150702034443.000000000,20150702034153.000000000,20150702033721.000000000,20150702033836.000000000,20150702053320.000000000,DF-15-008764,    236594,D,D4,    316575,,1
FIRE/DOMESTIC,20150701091718.000000000,,20150701090722.000000000,20150701090217.000000000,20150701090606.000000000,20150701115739.000000000,DF-15-008712,    225781,A,D8,    316832,,1
FIRE/DOMESTIC PERSONS REPORTED,20150701020802.000000000,20150701015555.000000000,20150701015443.000000000,20150701015200.000000000,20150701015252.000000000,20150701030454.000000000,DF-15-008701,    232586,B,D2,    314492,,1
FIRE/DOMESTIC PERSONS REPORTED,20150630231248.000000000,20150630230815.000000000,20150630230446.000000000,20150630230215.000000000,20150630230256.000000000,20150630233952.000000000,DF-15-008696,    235192,E,D10,    316630,,1
FIRE/DOMESTIC,20150630213006.000000000,20150630211741.000000000,20150630211502.000000000,20150630211257.000000000,20150630211343.000000000,20150630230257.000000000,DF-15-008683,    240746,D,D6,    322970,,1
FIRE/DOMESTIC PERSONS REPORTED,20150630183844.000000000,20150630183029.000000000,20150630182045.000000000,20150630181858.000000000,20150630181957.000000000,20150630185654.000000000,DF-15-008670,    225836,B,D7,    310837,,1
FIRE/DOMESTIC PERSONS REPORTED,20150630010631.000000000,20150630005623.000000000,20150630005203.000000000,20150630004908.000000000,20150630005050.000000000,20150630010949.000000000,DF-15-008616,    239543,D,D6,    318724,,1
FIRE/DOMESTIC PERSONS REPORTED,20150520211043.000000000,20150520201351.000000000,20150520201059.000000000,20150520200738.000000000,20150520200911.000000000,20150521000604.000000000,DF-15-006267,    235146,E,D10,    315877,,1
FIRE/DOMESTIC,20150520174105.000000000,20150520165921.000000000,20150520165841.000000000,20150520165622.000000000,20150520165716.000000000,20150520175101.000000000,DF-15-006258,    235950,D,D4,    320896,,1
FIRE/DOMESTIC PERSONS REPORTED,20150520122754.000000000,20150520115258.000000000,20150520115001.000000000,20150520114654.000000000,20150520114835.000000000,20150520131854.000000000,DF-15-006238,    235494,E,D10,    316846,,1
FIRE/CARAVAN,20150520043700.000000000,20150520040849.000000000,20150520040340.000000000,20150520035918.000000000,20150520040107.000000000,20150520044133.000000000,DF-15-006222,    240681,D,D6,    320543,,1
FIRE/DOMESTIC PERSONS REPORTED,20150519231156.000000000,20150519230431.000000000,20150519225927.000000000,20150519225531.000000000,20150519225755.000000000,20150519232150.000000000,DF-15-006204,    241015,D,D6,    319806,,1
FIRE/DOMESTIC,20150519164530.000000000,20150519163947.000000000,20150519163627.000000000,20150519163329.000000000,20150519163508.000000000,20150519170234.000000000,DF-15-006193,    230165,A,D1,    319194,,1
FIRE/DOMESTIC,20150519133941.000000000,20150519125440.000000000,20150519125209.000000000,20150519125013.000000000,20150519125104.000000000,20150519134343.000000000,DF-15-006185,    232488,B,D2,    313358,,1
FIRE/DOMESTIC,20150301083341.000000000,20150301080640.000000000,20150301080332.000000000,20150301080020.000000000,20150301080154.000000000,20150301083655.000000000,DF-15-002451,    233657,E,D10,    316241,,1
FIRE/DOMESTIC PERSONS REPORTED,20150228174752.000000000,20150228171105.000000000,20150228165815.000000000,20150228165541.000000000,20150228165642.000000000,20150228191008.000000000,DF-15-002435,    258433,F,D23,    318143,,1
FIRE/DOMESTIC,20150228161515.000000000,20150228154213.000000000,20150228153749.000000000,20150228153509.000000000,20150228153618.000000000,20150228162339.000000000,DF-15-002432,    233437,B,D2,    311986,,1
FIRE/DOMESTIC,20150227222321.000000000,20150227215048.000000000,20150227214705.000000000,20150227214217.000000000,20150227214533.000000000,20150227222323.000000000,DF-15-002411,    233711,E,D10,    317535,,1
FIRE/DOMESTIC,20150227205945.000000000,20150227202626.000000000,20150227202121.000000000,20150227201635.000000000,20150227201933.000000000,20150227214533.000000000,DF-15-002408,    234460,E,D10,    315866,,1
FIRE/DOMESTIC,20150227154329.000000000,20150227154153.000000000,20150227154027.000000000,20150227153828.000000000,20150227153924.000000000,20150227162114.000000000,DF-15-002401,    232209,B,D2,    312982,,1
FIRE/DOMESTIC,20150227111810.000000000,20150227105408.000000000,20150227104545.000000000,20150227104343.000000000,20150227104458.000000000,20150227113053.000000000,DF-15-002388,    238802,D,D6,    328637,,1
FIRE/DOMESTIC PERSONS REPORTED,20150226213441.000000000,20150226211107.000000000,20150226210651.000000000,20150226210336.000000000,20150226210523.000000000,20150226214314.000000000,DF-15-002369,    231666,A,D1,    316350,,1
FIRE/CARAVAN,20150226230205.000000000,20150226210953.000000000,20150226205828.000000000,20150226205426.000000000,20150226205636.000000000,20150226231054.000000000,DF-15-002368,    244863,C,D9,    306060,,0
FIRE/DOMESTIC PERSONS REPORTED,20150226200851.000000000,20150226195346.000000000,20150226195048.000000000,20150226194716.000000000,20150226194908.000000000,20150226205326.000000000,DF-15-002365,    234334,C,D3,    314594,,1
FIRE/CARAVAN,20150226192427.000000000,20150226191142.000000000,20150226190523.000000000,20150226190331.000000000,20150226190400.000000000,20150226194658.000000000,DF-15-002358,    228905,A,D12,    323584,,1
FIRE/DOMESTIC PERSONS REPORTED,20150226170108.000000000,20150226160509.000000000,20150226155816.000000000,20150226155607.000000000,20150226155702.000000000,20150226180317.000000000,DF-15-002346,    241190,C,D9,    306815,,1
FIRE/DOMESTIC PERSONS REPORTED,20150226135550.000000000,20150226134626.000000000,20150226134428.000000000,20150226134131.000000000,20150226134313.000000000,20150226162904.000000000,DF-15-002338,    235234,E,D10,    316592,,1
FIRE/DOMESTIC PERSONS REPORTED,20150226024306.000000000,20150226022902.000000000,20150226022238.000000000,20150226021949.000000000,20150226022031.000000000,20150226024923.000000000,DF-15-002325,    240804,F,D5,    316673,,1
FIRE/DOMESTIC,20150225221801.000000000,20150225221101.000000000,20150225220629.000000000,20150225215955.000000000,20150225220549.000000000,20150225232423.000000000,DF-15-002322,    233846,B,D2,    314465,,1
FIRE/DOMESTIC,20150225213806.000000000,20150225213410.000000000,20150225212833.000000000,20150225212609.000000000,20150225212716.000000000,20150225215125.000000000,DF-15-002321,    227191,A,D8,    312896,,1
FIRE/DOMESTIC,20150225115904.000000000,20150225114140.000000000,20150225113314.000000000,20150225113056.000000000,20150225113206.000000000,20150225122127.000000000,DF-15-002301,    233347,B,D7,    305772,,1
FIRE/DOMESTIC PERSONS REPORTED,20150225013139.000000000,20150225012624.000000000,20150225012342.000000000,20150225012022.000000000,20150225012107.000000000,20150225014531.000000000,DF-15-002289,    235780,C,D3,    315707,,1
FIRE/DOMESTIC,20150224233959.000000000,20150224232948.000000000,20150224232256.000000000,20150224232053.000000000,20150224232140.000000000,20150224234249.000000000,DF-15-002288,    227098,B,D7,    309398,,1
FIRE/DOMESTIC,20150224172638.000000000,20150224165354.000000000,20150224165020.000000000,20150224164752.000000000,20150224164921.000000000,20150224181729.000000000,DF-15-002273,    233677,B,D2,    314661,,1
FIRE/DOMESTIC PERSONS REPORTED,20150224110355.000000000,20150224105210.000000000,20150224104331.000000000,20150224104118.000000000,20150224104220.000000000,20150224125946.000000000,DF-15-002262,    232843,B,D7,    304826,,1
FIRE/DOMESTIC PERSONS REPORTED,20150223175022.000000000,20150223170918.000000000,20150223165900.000000000,20150223165643.000000000,20150223165802.000000000,20150223180752.000000000,DF-15-002235,    264239,F,D23,    318931,,1
FIRE/DOMESTIC PERSONS REPORTED,20150223152457.000000000,20150223145007.000000000,20150223144701.000000000,20150223144254.000000000,20150223144530.000000000,20150223153009.000000000,DF-15-002230,    232281,A,D1,    318560,,1
FIRE/DOMESTIC,20150223144337.000000000,20150223141843.000000000,20150223140617.000000000,20150223140319.000000000,20150223140500.000000000,20150223160459.000000000,DF-15-002224,    226901,B,D7,    306126,,1
FIRE/DOMESTIC,20150223122300.000000000,20150223120235.000000000,20150223115637.000000000,20150223115444.000000000,20150223115525.000000000,20150223134749.000000000,DF-15-002219,    232608,A,D1,    318451,,1
FIRE/DOMESTIC,20150223021729.000000000,20150223014426.000000000,20150223014236.000000000,20150223013911.000000000,20150223014046.000000000,20150223021955.000000000,DF-15-002213,    232816,B,D2,    314940,,1
FIRE/DOMESTIC PERSONS REPORTED,20150222191846.000000000,20150222191601.000000000,20150222190728.000000000,20150222190440.000000000,20150222190547.000000000,20150222194108.000000000,DF-15-002206,    263915,F,D23,    320100,,1
FIRE/DOMESTIC PERSONS REPORTED,20150222171133.000000000,20150222164407.000000000,20150222163517.000000000,20150222163325.000000000,20150222163410.000000000,20150222172203.000000000,DF-15-002205,    234105,B,D7,    305523,,1
FIRE/DOMESTIC,20150222154345.000000000,20150222150427.000000000,20150222150426.000000000,20150222150238.000000000,20150222150307.000000000,20150222154624.000000000,DF-15-002202,    234754,E,D10,    316323,,1
FIRE/DOMESTIC,20150222115218.000000000,20150222112350.000000000,20150222111956.000000000,20150222111731.000000000,20150222111848.000000000,20150222120734.000000000,DF-15-002198,    237767,C,D9,    307993,,1
FIRE/DOMESTIC,20150222071336.000000000,20150222062112.000000000,20150222061651.000000000,20150222061355.000000000,20150222061453.000000000,20150222073331.000000000,DF-15-002195,    228084,A,D12,    324778,,1
FIRE/DOMESTIC PERSONS REPORTED,20150222021759.000000000,20150222020435.000000000,20150222015903.000000000,20150222015458.000000000,20150222015647.000000000,20150222022929.000000000,DF-15-002185,    236746,D,D6,    321597,,1
FIRE/DOMESTIC,20150221213014.000000000,20150221212049.000000000,20150221211747.000000000,20150221211552.000000000,20150221211616.000000000,20150221214545.000000000,DF-15-002178,    237880,C,D9,    307521,,1
FIRE/DOMESTIC,20150221205304.000000000,20150221190552.000000000,20150221185519.000000000,20150221185313.000000000,20150221185349.000000000,20150221205918.000000000,DF-15-002167,    235641,C,D9,    303116,,1
FIRE/DOMESTIC PERSONS REPORTED,20150221182902.000000000,20150221175347.000000000,20150221175044.000000000,20150221174726.000000000,20150221174913.000000000,20150221190823.000000000,DF-15-002166,    226457,A,D12,    318383,,1
FIRE/DOMESTIC PERSONS REPORTED,20150221063054.000000000,20150221062019.000000000,20150221061725.000000000,20150221061251.000000000,20150221061428.000000000,20150221063753.000000000,DF-15-002148,    235214,E,D10,    316350,,1
FIRE/DOMESTIC,20150220234937.000000000,20150220232235.000000000,20150220231746.000000000,20150220231609.000000000,20150220231645.000000000,20150220235525.000000000,DF-15-002141,    228692,B,D7,    310280,,1
FIRE/DOMESTIC,20150220181908.000000000,20150220174703.000000000,20150220173239.000000000,20150220173029.000000000,20150220173138.000000000,20150220182718.000000000,DF-15-002133,    240578,D,D6,    320549,,1
FIRE/CARAVAN,20150220005808.000000000,20150220004252.000000000,20150220003619.000000000,20150220003317.000000000,20150220003434.000000000,20150220010431.000000000,DF-15-002122,    228177,B,D7,    312472,,1
FIRE/DOMESTIC,20150219094103.000000000,20150219093113.000000000,20150219092654.000000000,20150219092349.000000000,20150219092550.000000000,20150219095559.000000000,DF-15-002092,    236129,D,D4,    316364,,1
FIRE/DOMESTIC,20150218041403.000000000,20150218035245.000000000,20150218035026.000000000,20150218034616.000000000,20150218034804.000000000,20150218041404.000000000,DF-15-002052,    235781,C,D3,    315756,,1
FIRE/DOMESTIC,20150217104600.000000000,20150217100931.000000000,20150217100724.000000000,20150217100426.000000000,20150217100547.000000000,20150217111353.000000000,DF-15-002019,    235317,E,D10,    316062,,1
FIRE/UNDERGROUND,20150217020033.000000000,20150217013532.000000000,20150217013237.000000000,20150217012815.000000000,20150217013029.000000000,20150217020136.000000000,DF-15-002014,    235125,E,D10,    316575,,1
FIRE/DOMESTIC,20150217000531.000000000,20150216233215.000000000,20150216232701.000000000,20150216232419.000000000,20150216232533.000000000,20150217001132.000000000,DF-15-002012,    225359,A,D12,    322190,,1
FIRE/UNDERGROUND,20150216183900.000000000,20150216181633.000000000,20150216181006.000000000,20150216180801.000000000,20150216180930.000000000,20150216190143.000000000,DF-15-002002,    226061,A,D12,    319874,,1
FIRE/DOMESTIC,20150216185454.000000000,20150216181029.000000000,20150216180141.000000000,20150216175708.000000000,20150216175949.000000000,20150216185455.000000000,DF-15-001999,    237955,C,D9,    310162,,1
FIRE/DOMESTIC PERSONS REPORTED,20150216153422.000000000,20150216145004.000000000,20150216144754.000000000,20150216144419.000000000,20150216144600.000000000,20150216163823.000000000,DF-15-001994,    236889,C,D3,    315630,,1
